"simAlpha","fitAlpha","simBeta","fitBeta","BIC"
NA,NA,NA,NA,NA
0,0.496041527017951,1,1.46488767882451,270.477315587815
0,0.168644333025441,5.75,6.55651852558945,159.935450126009
0,0.0668683445546776,10.5,8.60776677278453,187.646752946932
0,0.633421572856605,15.25,10,184.84562732362
0,0.0882963032927364,20,10,154.723587490824
0.25,0.193861992796883,1,1.08012516791583,264.961329867945
0.25,0.0630592240486294,5.75,4.28375071453759,234.021378753528
0.25,0.362429460976273,10.5,8.98262118020947,184.532520781068
0.25,0.869913144269958,15.25,9.19019591321821,163.920035142706
0.25,0.917100213700905,20,10,183.244038392775
0.5,0.239407719345763,1,1,276.57916726713
0.5,0.404342316556722,5.75,6.30179627488063,203.687037478493
0.5,0.890450542559847,10.5,9.80913035212896,186.339355399565
0.5,0.35969804530032,15.25,10,198.292915606217
0.5,0.507466673851013,20,10,43.2897647420086
0.75,0.198479474289343,1,1.17703582585343,256.879397745729
0.75,0.0958186713978648,5.75,5.54791135920463,174.263490920831
0.75,0.800718627171591,10.5,10,148.74497542862
0.75,0.83451759070158,15.25,10,147.226487114361
0.75,0.349843355594203,20,10,110.75503763701
1,0.998394885333255,1,1.41125524802591,251.588068785532
1,0.541708344127983,5.75,6.76447816496262,101.573309372099
1,0.743154173949733,10.5,10,166.071779733876
1,0.893004509154707,15.25,10,204.72813427426
1,0.0568106425926089,20,10,222.087227297045
0,0.663195509230718,1,1.10252672967613,267.779901277982
0,0.848006351850927,5.75,5.57170677159347,169.00763785403
0,0.0276076693553478,10.5,10,149.314589178995
0,0.118662111228332,15.25,10,136.467317792681
0,0.888704479672015,20,10,61.7375519478863
0.25,0.750933130737394,1,1,270.124718124086
0.25,0.357209558598697,5.75,5.76091208704845,174.871930053321
0.25,0.411799302790314,10.5,10,101.08629772091
0.25,0.830463194753975,15.25,10,119.038118920932
0.25,0.943147061625496,20,10,223.031215708392
0.5,0.948033288121223,1,1.0507976018101,265.759490256061
0.5,0.639137360733002,5.75,6.1127305588529,190.142652923778
0.5,0.1923498949036,10.5,10,156.582852039451
0.5,0.975272438721731,15.25,10,149.69803166621
0.5,0.23056295979768,20,10,143.048546188366
0.75,0.380057988455519,1,1.25352770955182,267.281549730987
0.75,0.902120344107971,5.75,5.51384646558254,161.060724575118
0.75,0.0350547907873988,10.5,10,216.133651369923
0.75,0.167903143679723,15.25,10,213.2104551065
0.75,0.957352576544508,20,10,111.792644068864
1,0.642121595097706,1,1.23772672905242,263.183151502301
1,0.6861156092491,5.75,10,196.287047258126
1,0.939837047597393,10.5,8.98349790258322,182.083181575556
1,0.810066022677347,15.25,10,99.1672575017804
1,0.644719661446288,20,10,115.554144832454
0,0.658074990380555,1,1,272.853162575783
0,0.381759964628145,5.75,5.91081629364844,181.561793800935
0,0.104314760304987,10.5,10,55.6883366979874
0,0.0959474898409098,15.25,10,201.931464758446
0,0.226854897104204,20,10,192.914617117089
0.25,0.971538762561977,1,1.36590828504083,253.176838722818
0.25,0.223045998252928,5.75,5.39342794022187,173.974931359793
0.25,0.511579947080463,10.5,9.77545802978266,149.819879859056
0.25,0.0744895585812628,15.25,10,125.909371348259
0.25,0.807545308722183,20,10,97.4160554279838
0.5,0.430521556874737,1,1.27768836044827,251.939164079389
0.5,0.931257908465341,5.75,4.10675924452562,199.552130054063
0.5,0.1724235243164,10.5,10,254.504649895411
0.5,0.643370510777459,15.25,10,114.627812827184
0.5,0.583265401655808,20,10,201.301987426456
0.75,0.288587982300669,1,1,272.815176095762
0.75,0.0871065545361489,5.75,7.75284734693568,195.191576864965
0.75,0.289316181559116,10.5,5.25178422688975,238.425188643067
0.75,0.473668686812744,15.25,10,70.7626439180218
0.75,0.185489331372082,20,10,100.864386119159
1,0.32382408878766,1,1.36904630425054,253.940703604788
1,0.608446914935485,5.75,8.30615423593161,203.969563304913
1,0.726769740693271,10.5,9.23741309650618,51.576304944303
1,0.920399598544464,15.25,8.08933474862345,100.487079568677
1,0.885565134696662,20,10,129.163695809595
0,0.038449453888461,1,1,264.164047979978
0,0.416686720447615,5.75,3.94441951953032,257.74769132151
0,0.912438612664118,10.5,10,141.876490790208
0,0.470189616316929,15.25,10,96.8827198179036
0,0.6122359149158,20,10,157.606095174883
0.25,0.829956600442529,1,1.1205166249643,264.181095053809
0.25,0.262266136007383,5.75,8.06899436804809,140.4272579446
0.25,0.982882708776742,10.5,9.96491368874795,231.826032752909
0.25,0.357185801258311,15.25,10,175.738172365964
0.25,0.53976765810512,20,10,190.026433929554
0.5,0.761000783182681,1,1,270.568717190892
0.5,0.948696578620002,5.75,10,161.41403151741
0.5,0.79892369848676,10.5,6.59110286027666,201.895546084352
0.5,0.358005434274673,15.25,10,145.356659017305
0.5,0.142306781141087,20,10,151.249218559368
0.75,0.366574370535091,1,1.76084082278226,255.360199441333
0.75,0.0315901183057576,5.75,10,130.008224703135
0.75,0.936477346345782,10.5,10,226.633806153307
0.75,0.678152832435444,15.25,10,138.619554419162
0.75,0.516863005468622,20,10,154.550668729111
1,0.109465785324574,1,1.08481605030787,257.741482785875
1,0.597509769722819,5.75,6.14664795678123,59.2289212541665
1,0.781240766867995,10.5,10,180.527076278071
1,0.894757045432925,15.25,10,130.717720610679
1,0.381106473971158,20,10,68.8983079216803
0,0.103890147991478,1,1.4159822641262,256.698744297757
0,0.085423426469788,5.75,5.83199257685123,206.199124531464
0,0.0605136277154088,10.5,10,147.95177463137
0,0.0606163966003805,15.25,10,203.511017676134
0,0.617333000525832,20,10,212.322189643489
0.25,0.134802641579881,1,1.33058386437432,263.075769978595
0.25,0.808767429552972,5.75,3.5342675094056,196.237717680866
0.25,0.899648175574839,10.5,6.00004860040063,224.160813314319
0.25,0.0305199881549925,15.25,10,169.233061306039
0.25,0.784550521755591,20,10,131.249633705417
0.5,0.237003475660458,1,1,267.675358704348
0.5,0.806412438396364,5.75,10,147.516344677328
0.5,0.446589036379009,10.5,10,145.496338260142
0.5,0.499669165816158,15.25,10,205.083396141462
0.5,0.895807336084545,20,10,191.561521428655
0.75,0.291311744833365,1,1.05055893343006,260.862404472119
0.75,0.826318689156324,5.75,10,214.559377313103
0.75,0.475560109131038,10.5,10,163.918333443888
0.75,0.630409936886281,15.25,10,193.502880888484
0.75,0.117926975479349,20,10,116.380018775789
1,0.816005338449031,1,1.13900463399382,262.425387890256
1,0.927243518410251,5.75,6.4481071268574,129.386162124107
1,0.609542343998328,10.5,8.5720023511622,135.420347991427
1,0.539657369023189,15.25,10,220.13845667869
1,0.787813744274899,20,10,142.916832216022
0,0.408620537957177,1,1.16909774364551,267.861336127587
0,0.335505397524685,5.75,5.25606138810263,132.853311353344
0,0.805998370051384,10.5,10,140.229598488713
0,0.206895496696234,15.25,10,148.99375886299
0,0.0528078365605325,20,10,167.941548768666
0.25,0.340306849684566,1,1,269.428034910577
0.25,0.434037565253675,5.75,6.66455090454119,114.151539955093
0.25,0.370449612848461,10.5,10,87.4777462453133
0.25,0.344054320827127,15.25,10,183.166732888709
0.25,0.996091822627932,20,10,152.761940892914
0.5,0.29360375017859,1,1,274.022060580132
0.5,0.313261267961934,5.75,10,133.852513170796
0.5,0.700206053210422,10.5,9.89757848609361,180.580603438378
0.5,0.647545920684934,15.25,10,111.698937942228
0.5,0.834767671534792,20,10,172.434401263181
0.75,0.090716854436323,1,1.20807103845829,259.985749915918
0.75,0.0760783122386783,5.75,4.33897611793597,183.447642444525
0.75,0.929773875745013,10.5,10,185.112532659217
0.75,0.427402583183721,15.25,9.04251340839094,128.318445702149
0.75,0.962317758006975,20,10,207.520996094549
1,0.017781873466447,1,1,266.926191597366
1,0.729141190648079,5.75,4.45215886238899,131.597369650068
1,0.877940202597529,10.5,10,157.697176446708
1,0.0376425331924111,15.25,10,168.967535267115
1,0.843729005660862,20,10,153.517171610578
0,0.892606308450922,1,1.09698526892552,254.729287642084
0,0.621862099505961,5.75,6.80522133843865,189.227070926308
0,0.608104961924255,10.5,10,176.29983884767
0,0.432221161201596,15.25,10,187.567848584669
0,0.287209333619103,20,10,126.141657306554
0.25,0.179839069955051,1,1,265.02888564113
0.25,0.923728998284787,5.75,5.40814229741834,130.035375335355
0.25,0.0592727856710553,10.5,6.50066641778287,191.333222320942
0.25,0.839784100651741,15.25,10,190.113727945399
0.25,0.481113037094474,20,10,213.491458572634
0.5,0.668107852805406,1,1.29989140346502,256.924879576168
0.5,0.889094168785959,5.75,4.71648421189059,204.934425113096
0.5,0.621808307478204,10.5,10,137.427326594548
0.5,0.767926684813574,15.25,10,180.445289012628
0.5,0.103515811730176,20,10,150.109161927577
0.75,0.01632170076482,1,1.2907083267567,260.514532929644
0.75,0.873187059769407,5.75,4.89996076346486,125.65342848587
0.75,0.266484553227201,10.5,10,148.155041234312
0.75,0.318087473744527,15.25,10,137.100795222778
0.75,0.753386209718883,20,10,147.111171378986
1,0.70519322832115,1,1,264.855384008513
1,0.641326916171238,5.75,5.81901688335059,103.430093833278
1,0.778026839951053,10.5,10,187.338976639283
1,0.0476077508646995,15.25,10,210.815336450621
1,0.26516409451142,20,10,75.4870291757044
0,0.955347446957603,1,1,274.231084233294
0,0.0138379374984652,5.75,4.92435073441852,123.239275064543
0,0.862753234105185,10.5,8.73837424250422,97.7257194672918
0,0.656623509479687,15.25,10,185.144983360391
0,0.669934026664123,20,10,75.3751363205418
0.25,0.00300068780779839,1,1.15393518980438,260.779742718714
0.25,0.0232627168297768,5.75,6.52620082795079,142.528640074024
0.25,0.925877295434475,10.5,10,210.716762032932
0.25,0.0329156767111272,15.25,10,83.8520155929841
0.25,0.977744159754366,20,10,204.713414609941
0.5,0.29119725828059,1,1,269.982681751308
0.5,0.079888955457136,5.75,4.79226159634511,194.302757253813
0.5,0.582284922478721,10.5,10,179.398658873438
0.5,0.268459621584043,15.25,10,164.946554866453
0.5,0.115334752714261,20,10,156.500684726526
0.75,0.37373428279534,1,1,264.953197732758
0.75,0.169964029220864,5.75,8.61524257918724,94.3324542457641
0.75,0.89166137482971,10.5,10,159.032513875377
0.75,0.454918560106307,15.25,10,147.931661529452
0.75,0.0658294621389359,20,10,179.779316634588
1,0.94513749750331,1,1.48055711195902,258.534557337586
1,0.62423409963958,5.75,5.06250091320944,163.935906656956
1,0.127492109546438,10.5,8.90364409218376,167.82350449978
1,0.596179093234241,15.25,10,74.4536255898853
1,0.0593989703338593,20,10,181.380134289006
0,0.986509202513844,1,1,271.489493633596
0,0.811791752930731,5.75,5.6262385518251,106.786184872197
0,0.706303221872076,10.5,9.43413744118632,187.840595504767
0,0.369760789442807,15.25,10,171.583916872849
0,0.395125425886363,20,10,154.655948015189
0.25,0.546873644925654,1,1,268.105542466833
0.25,0.960312046576291,5.75,10,174.923320295613
0.25,0.753083674469963,10.5,10,124.410308980052
0.25,0.0789360308554024,15.25,10,148.93722606614
0.25,0.683186216978356,20,10,222.193172350212
0.5,0.745400017127395,1,1.3015703691092,255.653298304558
0.5,0.214128009043634,5.75,7.71840548785174,196.817489089856
0.5,0.289476684527472,10.5,6.49527714044932,104.430292090747
0.5,0.194605444790795,15.25,10,107.84672028073
0.5,0.424307249253616,20,10,170.282114699187
0.75,0.824930688133463,1,1.06890365690288,261.848070475579
0.75,0.341355815064162,5.75,4.83597119506087,228.74434812518
0.75,0.458184746094048,10.5,10,40.1471792544045
0.75,0.813323969719931,15.25,10,190.438224380113
0.75,0.233238850254565,20,10,38.4419046118126
1,0.188912795158103,1,1.10116127287358,261.237556437481
1,0.744503226829693,5.75,6.3191444369071,180.523473053987
1,0.0780726824887097,10.5,10,153.674769676463
1,0.183156815590337,15.25,10,186.568876242723
1,0.881617051083595,20,10,202.727885919433
0,0.922663295408711,1,1,266.608735347137
0,0.770774756558239,5.75,5.02054553198646,191.048964922105
0,0.94626649399288,10.5,8.29247199315423,178.075766333992
0,0.206741622416303,15.25,10,170.58650557829
0,0.0175789589993656,20,10,166.523373318955
0.25,0.925809387117624,1,1,272.352017620164
0.25,0.747277269838378,5.75,6.36847294276413,156.558285195118
0.25,0.55076460307464,10.5,9.28571098818027,215.18976937419
0.25,0.916677421890199,15.25,10,131.868901373681
0.25,0.657658320385963,20,10,82.0261990666276
0.5,0.0771454682108015,1,1.37020114283016,267.090642434659
0.5,0.587732891784981,5.75,10,216.133483790815
0.5,0.933140387991443,10.5,10,60.3345849613167
0.5,0.364658201113343,15.25,9.7803720520504,143.978096414047
0.5,0.868306474527344,20,10,119.955747550624
0.75,0.566391208907589,1,1,275.067029528969
0.75,0.461182399885729,5.75,10,47.0992807565128
0.75,0.877705584513023,10.5,10,165.723669452505
0.75,0.371661264449358,15.25,10,130.329560005398
0.75,0.614762297365814,20,10,78.681110498117
1,0.723885771585628,1,1.36411170902009,254.127645767528
1,0.533956196391955,5.75,6.01268835908124,223.204108202242
1,0.0511901343706995,10.5,10,142.771883859972
1,0.646695354720578,15.25,10,183.625103356066
1,0.666363386670128,20,10,148.437335160541
